id,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,class_bird,french_name,english_name
118,"Linnaeus, 1758",LC,25 cm.,domesticus,"
 ",Passéridés,https://www.oiseaux.net/photos/denis.chavigny/images/id/moineau.domestique.dcha.0p.jpg,,Passériformes,30 à 39 g,17 cm,"Connu de tous, le ""piaf"" est si commun en milieu urbanisé et si peu farouche que le passant ne daigne même plus le regarder, excepté lorsqu'il a quelques miettes à lui lancer. Pourtant, cette petite boule de plumes sautillante, robuste et effrontée mérite notre attention.
Le Moineau domestique présente un net dimorphisme sexuel. Le mâle adulte a un plumage sobre mais quand même assez haut en couleur quand on le regarde bien. La tête est remarquable, avec la calotte grise, la nuque châtaine, les joues blanc sale et la gorge noire se prolongeant en bavette sur la poitrine. L'œil sombre est inclus dans une zone lorale noire qui se poursuit par dessous tandis qu'un petit trait blanc supraloral est fréquent dans la sous-espèce domesticus. Le dessus présente des teintes chaudes, marron et chamois, avec des stries noirâtres longitudinales. L'extrémité blanche des couvertures moyennes forme une petite barre alaire. Le gris clair du dos et du croupion ne se voit que lorsque les ailes les découvrent, donc surtout à l'envol. Les rectrices sont brun-gris et bordées de beige. Les parties inférieures sont blanchâtres, teintées de crème ou de gris suivant les endroits. Le bec fort et conique est noir. Les pattes sont roses.
La femelle adulte a un plumage plus discret, dépourvu des teintes chaudes du mâle. Les parties supérieures, tête comprise, apparaissent brunes, chamois clair ou beige. Le manteau est strié en long de noirâtre. La barre alaire blanche est plus fine. Le dos et le croupion bruns ne contrastent pas. La tête brune se caractérise par un sourcil pâle qui va de l'œil aux côtés de la nuque. Le bec est brunâtre, avec souvent du jaune à la base de la mandibule inférieure. Les parties inférieures sont identiques à celles du mâle mais paraissent souvent légèrement striées de sombre. 
Le juvénile est très semblable à la femelle, mais avec des caractères atténués, bec plus pâle, rosâtre, sourcil moins net, barre alaire peu ou pas visible, et dans le premier âge, plumage neuf et commissure buccale jaune apparente.
Les 12 sous-espèces reconnues ne diffèrent que par des détails de plumage.",Moineau domestique,118.House_Sparrow,Moineau domestique,House Sparrow
81,"Linnaeus, 1758",,45 à 47 cm.,rudis,"
 ",Alcédinidés,https://www.oiseaux.net/photos/jill.adams/images/id/martin-pecheur.pie.jiad.0p.jpg,,Coraciiformes,70 à 110 g,25 cm,"Le martin-pêcheur pie présente une livrée noire et blanche. De taille moyenne, il ne peut être confondu avec aucun autre martin-pêcheur. Chez le mâle adulte, le front, le capuchon et la nuque sont noirs striés de blanc. La huppe est striée de noir et de blanc. Les sourcils blancs sont d'inégale largeur : ils sont étroits au-dessus de l'œil, plus larges sur les côtés de la calotte et en avant de l'orbite. La nuque est noire, contrastant avec les côtés blancs du cou. Les lores et les joues noires rejoignent la nuque de la même couleur. Les plumes des parties supérieures, du manteau jusqu'aux sous-caudales, sont noires avec de larges bordures blanches. Le croupion est blanc, avec une large bande subterminale noire. La queue est noire avec une étroite pointe blanche. Le menton et la gorge sont blancs. La poitrine porte une large bande noire, souvent presque discontinue en son milieu. Cette bande est soulignée, quelques millimètres plus bas, par une très fine bande noire. Le reste des parties inférieures est blanc. Le dessous des ailes est blanc. Le bec est noir, avec des commissures gris-bleu. Les pattes sont gris foncé ou noirâtres. La femelle diffère de son partenaire par l'absence de la seconde bande noire au bas de la poitrine. La bande pectorale est généralement plus fine, interrompue en son milieu. 

Les juvéniles ressemblent à la femelle, mais il se distinguent de cette dernière par le fait que les plumes des lores, du menton, de la gorge et de la poitrine sont liserées de brun. La bande pectorale est grisâtre, le bec plus petit.",Martin-pêcheur pie,081.Pied_Kingfisher,Martin-pêcheur pie,Pied kingfisher
79,"Linnaeus, 1758",LC,48 à 58 cm.,alcyon,"
 ",Alcédinidés,https://www.oiseaux.net/photos/denis.chavigny/images/martin-pecheur.d.amerique.dcha.2p.jpg,https://www.oiseaux.net/maps/images/martin-pecheur.d.amerique.1.200.w.png,Coraciiformes,138 à 178 g,33 cm,"La tête est surmontée d'une double grande huppe grise aux plumes hérissables qui commence à la base du bec et s'étale jusqu'à la nuque. La gorge et les faces latérales blanches du cou sont séparées du ventre également blanc par une large bande pectorale grise. Le dessus est gris finement tacheté de blanc. Le corps est terminé par une courte queue grise barrée de blanc. La femelle possède une bande rousse qui se superpose à la bande grise de la poitrine. Contrairement à la plupart des oiseaux, ce qui est assez rare pour être noté, c'est la femelle qui est la plus ostensiblement colorée.Tous deux, mâle et femelle, ont des courtes pattes et une silhouette massive, avec une tête et un cou particulièrement disproportionnés par rapport au reste du corps.",Martin-pêcheur d'Amérique,079.Belted_Kingfisher,Martin-pêcheur d'Amérique,Belted Kingfisher
83,"Linnaeus, 1758",,40 à 43 cm.,smyrnensis,"
 ",Alcédinidés,https://www.oiseaux.net/photos/denis.chavigny/images/martin-chasseur.de.smyrne.dcha.0p.jpg,https://www.oiseaux.net/maps/images/martin-chasseur.de.smyrne.1.200.w.png,Coraciiformes,85 à 88 g,28 cm,"La tête, la nuque et les épaules sont brun-chocolat. Cette coloration se poursuit sur les flancs, l'abdomen et le dessous de la queue. Elle tranche particulièrement avec le menton, la gorge et la poitrine blanche qui ne se perçoivent que de face. Le bec massif et les pattes sont rouge écarlate. Le dos, la partie centrale des ailes, le dessus de la queue relativement longue, sont bleu vif. L'extrémité des ailes a des pointes noir grisâtre.",Martin-chasseur de Smyrne,083.White_breasted_Kingfisher,Martin-chasseur de Smyrne,White-throated kingfisher
106,"Naumann, JF, 1821",,56 à 58 cm.,corniculata,"
 ",Alcidés,https://www.oiseaux.net/photos/caroline.huet/images/macareux.cornu.cahu.0p.jpg,https://www.oiseaux.net/maps/images/macareux.cornu.1.200.w.png,Charadriiformes,,41 cm,Macareux cornu (Fratercula corniculata) est un oiseau qui appartient à la famille des Alcidés.,Macareux cornu,106.Horned_Puffin,Macareux cornu,Horned Puffin
72,"Temminck, 1815",LC,125 à 138 cm.,pomarinus,"
 ",Stercorariidés,https://www.oiseaux.net/photos/denis.chavigny/images/labbe.pomarin.dcha.0p.jpg,,Charadriiformes,550 à 900 g,51 cm,"C'est un format intermédiaire. Le labbe pomarin est plus corpulent que le labbe parasite mais ne possède pas la large envergure du Grand Labbe. 
En phase pâle, il a un dessus brun, un dessous blanc avec une large bande pectorale brune nuancée de chamois, accentuant la forme massive de l'avant du corps. Dans cette phase, la calotte noire est nette et facilement identifiable. Les joues et parfois la gorge sont teintées de jaune. La femelle présente des flancs et un bas-ventre typiquement foncés ou fortement marbrés. 
En phase sombre, le corps est entièrement brun, la gorge et les côtés du cou étant plus uniformément sombres que chez le labbe parasite. 
La phase intermédiaire est extrêmement rare. Un croissant alaire blanc formé par les couvertures primaires est visible dans les deux phases et constitue un élément essentiel à son identification. Au printemps, l'adulte présente des rectrices médianes allongées, torsadées et spatulées, très différentes de celles des autres labbes. En plumage d'hiver, ces rectrices sont plus courtes ou alors absentes car endommagées. Les juvéniles sont fortement barrés au ventre, largement plus que ne le sont les juvéniles parasites.",Labbe pomarin,072.Pomarine_Jaeger,Labbe pomarin,Pomarine Jaeger
71,"Vieillot, 1819",,105 à 117 cm.,longicaudus,"
 ",Stercorariidés,https://www.oiseaux.net/photos/denis.chavigny/images/labbe.a.longue.queue.dcha.0p.jpg,https://www.oiseaux.net/maps/images/labbe.a.longue.queue.1.200.w.png,Charadriiformes,250 à 450 g,53 cm,"Il rappelle un peu le labbe parasite mais il s'en distingue morphologiquement par sa plus petite taille, ses ailes plus fines, son arrière plutôt plus long, son ventre moins rebondi donnant l'impression d'une poitrine assez saillante. Son bec est légèrement plus court et épais, son allure générale plus élégante. L'adulte nuptial est toujours de forme pâle, l'existence d'individus de forme sombre restant à prouver. Outre les différences morphologiques déjà citées, le labbe à longue queue se distingue du parasite de forme pâle par les très longues rectrices médianes qui ondulent souvent pendant le vol souple. Le ventre est grisâtre contrastant avec la poitrine blanche. Chez la plupart des individus, le gris est restreint à l'arrière du ventre et au bas-ventre alors qu'à l'inverse, il ne s'étend que très rarement jusqu'à la poitrine, ne laissant que la gorge blanche. Le dessus est moins uniforme que chez le parasite : les rémiges sont nettement sombres contrastant sous bonne lumière avec les couvertures alaires et le manteau qui sont brun-gris. La calotte qui recouvre la tête et la moitié de la face jusque sous l'oeil sont très sombres, presque noirs.",Labbe à longue queue,071.Long_tailed_Jaeger,Labbe à longue queue,Long-tailed Jaeger
76,"Linnaeus, 1758",LC,18 à 25 cm.,hyemalis,"
 ",Passerellidés,https://www.oiseaux.net/photos/denis.chavigny/images/junco.ardoise.dcha.0p.jpg,https://www.oiseaux.net/maps/images/junco.ardoise.1.200.w.png,Passériformes,18 à 30 g,17 cm,"Le junco ardoisé est un passereau svelte et de petite taille. Le mâle adulte présente une tête, des parties supérieures, une gorge, une poitrine et des flancs entièrement gris-ardoise, parfois avec une légère nuance brune sur le manteau. Les ailes sont noirâtres avec des liserés grisâtres particulièrement visibles sur les grandes couvertures et sur les tertiaires. La queue est noirâtre avec les rectrices extérieures entièrement ou partiellement blanches. Le ventre et les sous-caudales sont blancs, contrastant avec les flancs et la poitrine gris-ardoise. L'iris est brun sombre, le bec rose clair. Les pattes sont brun sombre ou chair grisâtre. Pendant toute l'année, le plumage ne subit aucune modification mais la pointe du bec peut être légèrement plus sombre en dehors de la période nuptiale. Chez la femelle, le plumage affiche les mêmes motifs mais le capuchon et les parties supérieures sont gris plus pâle. Le manteau affiche une nuance nettement plus brune. Les liserés des ailes sont également plus bruns, en particulier sur les tertiaires. La queue présente moins de blanc. 

Les juvéniles affichent un ensemble assez semblable à celui de la femelle. Il peut y avoir d'assez grosses différences entre les différentes races.",Junco ardoisé,076.Dark_eyed_Junco,Junco ardoisé,Dark-eyed Junco
186,"Vieillot, 1808",,22 à 30 cm.,cedrorum,"
 ",Bombycillidés,https://www.oiseaux.net/photos/denis.chavigny/images/jaseur.d.amerique.dcha.0p.jpg,https://www.oiseaux.net/maps/images/jaseur.d.amerique.1.200.w.png,Passériformes,,15 cm,Jaseur d'Amérique (Bombycilla cedrorum) est un oiseau qui appartient à la famille des Bombycillidés.,Jaseur d'Amérique,186.Cedar_Waxwing,Jaseur d'Amérique,Cedar Waxwing
185,"Linnaeus, 1758",LC,34 à 35 cm.,garrulus,"
 ",Bombycillidés,https://www.oiseaux.net/photos/denis.chavigny/images/jaseur.boreal.dcha.1p.jpg,,Passériformes,40 à 64 g,23 cm,"Le Jaseur boréal a un peu la taille, la silhouette et le vol de l'Etourneau sansonnet avec lequel, en Europe, on peut le confondre de loin si on ne fait pas attention, d'autant plus qu'il est grégaire comme lui, mais une observation attentive nous ramène vite à la raison. Le plumage est clair et le bec court. 
Ce qui saute aux yeux de prime abord, c'est la longue huppe érectile fréquemment dressée sur la tête. La face est très contrastée. Un bandeau noir partant du front englobe l'œil sombre et se poursuit vers la nuque. Noire également est la gorge. L'avant de la calotte et des joues est roux. Une tache blanche s'observe à la commissure buccale et un trait blanc souligne l'œil. Le bec bicolore est plutôt court et épais. 
Le manteau et les couvertures alaires sont brun-beige passant au gris clair sur le dos, le croupion et les sus-caudales. Le dessous est beige, légèrement teinté de saumon au cou et à la poitrine. Le bas-ventre blanc contraste vivement avec les sous-caudales châtain.
Ailes et queue sont remarquables. Les rémiges primaires noires sont terminées de blanc et de jaune. Les rémiges secondaires grises à bout blanc sont prolongées par un pinceau cireux rouge vif. Une bande blanche barre l'aile au niveau des grandes couvertures. La courte queue, grise à la base puis noire, est terminée de jaune, comme si l'oiseau avait trempé ses rectrices dans un pot de peinture.
Le dimorphisme sexuel est léger. La femelle a moins de jaune au bout de la queue, moins de blanc aux rémiges primaires, moins de rouge aux secondaires, le noir de la gorge moins bien délimité, etc.
Le juvénile a un plumage beaucoup plus terne, plus gris, sans les subtiles nuances roses ou rousses qui caractérisent celui de l'adulte. De plus, il est moins uniforme, strié de brun sur les parties inférieures. La gorge est blanche. Le masque facial plus étroit, la huppe moins longue, le jaune de l'aile plus pâle, celui de la queue moins large que chez l'adulte. Mais tout cela ne se voit que sur les lieux de reproduction, avant la mue post-juvénile. Après la première mue, le jeune devient assez semblable à l'adulte mais son plumage manque de brillance. Il se reconnaît surtout à ses rémiges primaires dont le jaune du vexille externe est moins développé et plus pâle et le blanc du vexille interne absent. C'est assez subtil.",Jaseur boréal,185.Bohemian_Waxwing,Jaseur boréal,Bohemian Waxwing
136,"Linnaeus, 1758",LC,32 à 34 cm.,rustica,"
 ",Hirundinidés,https://www.oiseaux.net/photos/denis.chavigny/images/hirondelle.rustique.dcha.0p.jpg,,Passériformes,16 à 25 g,18 cm,"Avec son corps fuselé, ses ailes en faucille, sa queue fourchue et sa vaste répartition, l'Hirondelle rustique peut être prise comme modèle de la famille des Hirundinidés. 
L'adulte en plumage nuptial a le dessus du corps et les couvertures alaires noirâtres à reflets bleutés à bonne lumière. Rémiges et rectrices sont plus brunes et sans reflet. Chez la sous-espèce type ""rustica"", le dessous du corps est blanc teinté de crème. La tête montre un front et une gorge couleur brique typiques.
Ses côtés noirs enserrent la gorge, incluent l'œil sombre et se prolongent en un bandeau pectoral noirâtre plus ou moins régulier qui peut inclure quelques plumes marron. La queue est pourvue de rectrices noirâtres à large tache subterminale blanche. Leur taille augmente légèrement de l'intérieur vers l'extérieur, d'où un aspect fourchu. Les rectrices externes s'allongent tout en s'amincissant pour former deux ""filets"" étroits. Le bec noir, petit mais large, donne accès à une large cavité buccale. Les pattes très courtes sont noirâtres.
Le dimorphisme sexuel est très faible. La femelle adulte se distingue du mâle à ses ""filets"" plus courts et son plumage est un peu moins brillant.
Le juvénile est reconnaissable à son front et sa gorge de couleur fauve rosée et à l'absence de filets à la queue.
L'espèce ne peut être confondue avec une autre hirondelle dans la majeure partie de son aire. En Asie du Sud-Est, il faut faire attention à l'Hirondelle de Tahiti, assez similaire, et dans une moindre mesure à l'Hirondelle à longs brins. En revanche en Afrique où elle hiverne, 3 ou 4 espèces présentent des similitudes.
Les 8 sous-espèces décrites diffèrent entre elles par la couleur des parties inférieures qui peut aller jusqu'à un roux-châtain assez prononcé, par exemple chez les sous-espèces erythrogaster d'Amérique du Nord ou savignii d'Égypte. L'importance du collier pectoral varie également beaucoup suivant les ssp. Il va en s'amincissant d'ouest en est et peut aller jusqu'au bandeau incomplet, avec une ébauche seulement sur les côtés de la poitrine comme dans la ssp saturata de l'est de la Russie.",Hirondelle rustique,136.Barn_Swallow,Hirondelle rustique,Barn Swallow
135,"Linnaeus, 1758",,30 cm.,riparia,"
 ",Hirundinidés,https://www.oiseaux.net/photos/denis.chavigny/images/hirondelle.de.rivage.dcha.0p.jpg,,Passériformes,12 à 18 g,12 cm,"L'hirondelle de rivage est la seule hirondelle à dos brun. Plus petite que sa cousine rustique, on la distingue facilement par sa courte queue à peine échancrée et sa bande pectorale d'un brun cendré qui contraste avec sa gorge et son dessous blancs.",Hirondelle de rivage,135.Bank_Swallow,Hirondelle de rivage,Bank Swallow
138,"Vieillot, 1808",,30 à 35 cm.,bicolor,"
 ",Hirundinidés,https://www.oiseaux.net/photos/denis.chavigny/images/hirondelle.bicolore.dcha.0p.jpg,,Passériformes,16 à 25 g,14 cm,Hirondelle bicolore (Tachycineta bicolor) est un oiseau qui appartient à la famille des Hirundinidés.,Hirondelle bicolore,138.Tree_Swallow,Hirondelle bicolore,Tree Swallow
137,"Vieillot, 1817",LC,-,pyrrhonota,"
 ",Hirundinidés,https://www.oiseaux.net/photos/denis.chavigny/images/hirondelle.a.front.blanc.dcha.0p.jpg,https://www.oiseaux.net/maps/images/hirondelle.a.front.blanc.1.200.w.png,Passériformes,17 à 26 g,15 cm,"Les hirondelles à front blanc sont des oiseaux de petite taille. Leur front varie du blanc terne au brun pâle couleur bois et s'éclaircit considérablement avec l'usure. Le capuchon est bleu-noir brillant, l'arrière du cou est gris-brun. Le manteau, le dos et les scapulaires sont bleu-noir brillant avec des stries blanches ou gris pâle sur le premier cité. Le croupion est roux-cannelle pâle. Les couvertures sus-caudales sont gris-brun avec de légères bordures claires. Les lores sont noirâtres. Les couvertures auriculaires, les côtés de la tête, le menton et la gorge forment un ensemble châtain. On peut apercevoir sur la gorge une tache noir brillant qui se poursuit jusqu'au haut de la poitrine. Le haut de la poitrine, les côtés du corps et les flancs sont gris-brun pâle avec une légère teinte châtain dans la région pectorale. Le reste des parties inférieures est blanchâtre. Les sous-caudales les plus longues sont sombres ou gris-brun foncé. Le dessous des ailes et les axillaires sont gris-brun pâle. Les couvertures alaires, les ailes et la queue affichent une couleur brun noirâtre, les couvertures, les secondaires et les tertiaires ayant des liserés très clairs, presque blancs à la pointe.
Le bec est noir, les iris bruns. Les pattes et les pieds sont couleur corne. Les sexes sont identiques. Les juvéniles sont plus ternes que les adultes. La tête, le manteau et les scapulaires sont noirâtres avec un très léger lustre. Le front est châtain, les côtés de la tête, le menton et la gorge sont recouverts d'un mélange de gris-brun, de gris sombre et de châtain terne. Les parties inférieures sont teintées de rosâtre ou de chamois vineux. Les plumes des parties supérieures ont des bordures terminales claires et les tertiaires ont des liserés vineux-cannelle.La tête présente des couleurs variables et un albinisme partiel n'est pas rare.",Hirondelle à front blanc,137.Cliff_Swallow,Hirondelle à front blanc,American Cliff Swallow
90,"Linnaeus, 1758",,70 à 86 cm.,serrator,"
 ",Anatidés,https://www.oiseaux.net/photos/denis.chavigny/images/harle.huppe.dcha.1p.jpg,,Ansériformes,1000 à 1250 g,58 cm,"Le harle huppé est un canard plongeur. Son bec effilé rouge, sa tête noire avec des reflets verts, son collier blanc et sa huppe lui confèrent un style inimitable. Le mâle est facile à reconnaître avec sa double huppe, son collier blanc et sa poitrine roussâtre tachetée de noir. Par contre, les femelles et les juvéniles ressemblent fortement à ceux du Harle bièvre. Cependant, l'observateur chevronné fera sans peine la distinction entre les deux espèces. En effet, les harles bièvres femelles et juvéniles présentent une très nette séparation entre la tête brune et le cou blanc alors que les femelles et les juvéniles de harle huppé voient le brun de la tête se fondre sans transition dans le gris du cou.
 Le harle tient son nom de son habitude à nager le corps submergé (Mergus, de mergere, submerger).",Harle huppé,090.Red_breasted_Merganser,Harle huppé,Red-breasted Merganser
89,"Linnaeus, 1758",,56 à 70 cm.,cucullatus,"
 ",Anatidés,https://www.oiseaux.net/photos/denis.chavigny/images/harle.couronne.dcha.0p.jpg,https://www.oiseaux.net/maps/images/harle.couronne.1.200.w.png,Ansériformes,453 à 879 g,50 cm,"Le Harle couronné est le plus petit des harles nord-américains, approximativement de la taille d'un Canard carolin. Le mâle possède un plumage qui présente une étonnante combinaison de noir, de blanc et de brun-roux. La tête, le cou et le manteau sont noirs, le croupion gris. La queue est brun-gris sombre. La gorge, la poitrine et le ventre sont blancs. Deux barres irrégulières noires marquent les côtés de la poitrine. Les flancs sont fauves ou brun-roux. Chez le mâle, le caractère physique le plus remarquable est constitué par la crête qui, lorsqu'elle est déployée, révèle un formidable éventail blanc bordé de noir. Quand elle est au repos, elle se réduit à une simple et large rayure blanche en arrière de l'œil. Femelles et immatures sont quasiment semblables. Ils ont des teintes sombres, gris-brun ou brun noirâtre. Le cou, la poitrine et les flancs sont gris, la tête brune. La crête de la femelle est brune avec un soupçon de cannelle et parfois de blanc à la pointe. Les immatures ont une crête similaire, mais de taille plus modeste. Tous les immatures mâles ne sont pas forcément pourvus d'un crête",Harle couronné,089.Hooded_Merganser,Harle couronné,Hooded Merganser
54,"Linnaeus, 1758",,28 cm.,caerulea,"
 ",Cardinalidés,https://www.oiseaux.net/photos/serge.nicolle/images/guiraca.bleu.seni.0p.jpg,,Passériformes,26 à 31 g,19 cm,Guiraca bleu (Passerina caerulea) est un oiseau qui appartient à la famille des Cardinalidés.,Guiraca bleu,054.Blue_Grosbeak,Guiraca bleu,Blue Grosbeak
58,"Pallas, 1811",,-,columba,"
 ",Alcidés,https://www.oiseaux.net/photos/serge.nicolle/images/guillemot.colombin.seni.1p.jpg,https://www.oiseaux.net/maps/images/guillemot.colombin.1.200.w.png,Charadriiformes,450 à 550 g,37 cm,Guillemot colombin (Cepphus columba) est un oiseau qui appartient à la famille des Alcidés.,Guillemot colombin,058.Pigeon_Guillemot,Guillemot colombin,Pigeon Guillemot
142,"Linnaeus, 1758",LC,57 à 65 cm.,niger,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/guifette.noire.dcha.1p.jpg,,Charadriiformes,50 à 75 g,28 cm,"En plumage nuptial, c'est un oiseau dont le manteau et les couvertures gris noirâtre contrastent avec la tête et le dessous plus sombres, semblant presque noirs. Le dessous de l'aile est gris pâle, le bas-ventre blanc frappant. Le bec est noir, les pattes rougeâtres. Comparée à la Guifette leucoptère, cette dernière a une tête et un corps bien plus noirs, un arrière de corps plus blanc et des couvertures sous-alaires d'un noir pur. L'individu internuptial subit quelques transformations : le dessous est blanc contrastant particulièrement avec le dessus gris sombre, y compris la queue et le croupion Une tache sombre typique marque les côtés de la poitrine.",Guifette noire,142.Black_Tern,Guifette noire,Black Tern
55,"Cooper, W, 1825",,30 à 36 cm.,vespertina,"
 ",Fringillidés,https://www.oiseaux.net/photos/denis.chavigny/images/grosbec.errant.dcha.0p.jpg,,Passériformes,53 à 74 g,22 cm,Grosbec errant (Hesperiphona vespertina) est un oiseau qui appartient à la famille des Fringillidés.,Grosbec errant,055.Evening_Grosbeak,Grosbec errant,Evening Grosbeak
51,"Linnaeus, 1758",,59 à 65 cm.,auritus,"
 ",Podicipédidés,https://www.oiseaux.net/photos/denis.chavigny/images/grebe.esclavon.dcha.0p.jpg,https://www.oiseaux.net/maps/images/grebe.esclavon.1.200.w.png,Podicipédiformes,375 à 450 g,38 cm,"Le Grèbe esclavon est un petit grèbe, à peine plus grand que le Grèbe à cou noir avec lequel on peut le confondre en plumage hivernal.
L'adulte nuptial est facilement identifiable au plumage de la tête et du cou. La tête est noire, excepté les lores châtains. Le cou est châtain vif avec une bande noire à l'arrière (Le ""cou noir"" a tête et cou noirs). Le côté de la tête montre deux touffes de longues plumes érectiles, la première de teinte dorée derrière l'œil et la seconde, faciale et noire sur les joues. L'oiseau doit aux premières son nom anglais d'Horned Grebe, soit ""grèbe cornu"". Le bec, à culmen et gonys convexes, est à peu près droit, noir et terminé de blanc, critère spécifique. L'œil est rouge vif et en vue rapprochée, on distingue une ligne rose qui va de l'œil à la mandibule inférieure. Les sexes sont semblables. Le mâle est simplement un peu plus grand que la femelle.
L'adulte hivernal perd ses couleurs vives, excepté l'œil qui reste rouge. Le plumage est dans les noir, blanc et gris. C'est la tête qu'il faut regarder pour le distinguer du ""cou noir"". La calotte est plate, jamais bombée comme chez le ""cou noir"", mais souvent un peu anguleuse à l'arrière. Le contraste est net au niveau de l'œil entre le noir du dessus et le blanc des joues. Les lores sont pâles. Enfin, la pointe du bec est claire. 
Le juvénile en automne a un plumage moins contrasté, avec encore des lignes brunes sur les joues. Le ""premier hiver"" est semblable à l'adulte hivernal en un peu moins contrasté. Ses parties supérieures sont noirâtres avec souvent un aspect un peu écailleux. Le contraste des joues est moins fort. L'œil est d'un rouge moins vif et le bec est plus pâle. Les plumages de transitions sont souvent déroutants et il faut penser à bien regarder le bec.",Grèbe esclavon,051.Horned_Grebe,Grèbe esclavon,Horned Grebe
50,"Brehm, CL, 1831",LC,56 à 60 cm.,nigricollis,"
 ",Podicipédidés,https://www.oiseaux.net/photos/denis.chavigny/images/grebe.a.cou.noir.dcha.2p.jpg,https://www.oiseaux.net/maps/images/grebe.a.cou.noir.1.200.w.png,Podicipédiformes,250 à 350 g,34 cm,"Le Grèbe à cou noir est un petit grèbe, à peu près de la taille du Grèbe esclavon avec lequel on peut le confondre en plumage hivernal.
L'adulte nuptial est facilement identifiable au plumage. La tête, le cou, la poitrine et les parties supérieures sont noirs tandis que les flancs sont d'un châtain clair vif (L'esclavon nuptial a le cou châtain vif comme les flancs). La tête est remarquable avec les plumes noires de la calotte érectiles et surtout les plumets de plumes blondes allongées en arrière de l'œil rouge vif. Le bec noir a le culmen droit et le gonys convexe, ce qui lui donne un aspect ""retroussé"", aspect accentué le cas échéant par la mobilité des ramphothèques (voir photos).
L'adulte hivernal perd ses belles couleurs. Il est gris, noir et blanc. C'est la tête qu'il faut bien regarder. Le noir de la calotte, bombée en son milieu, descend jusque sous l'œil rouge et il y a un léger dégradé gris avec la gorge, le bas des joues et la nuque blancs. Le bec est identique. Chez l'esclavon hivernal, la calotte n'est pas bombée et la limite noir/blanc sous l'œil est nette. Mais surtout le bec est différent. Culmen et gonys sont convexes et donnent un bec droit et l'extrémité du bec est blanche.
Chez le juvénile, les parties supérieures noires sont marquées de brun et les parties inférieures sont blanchâtres avec l'avant du cou grisâtre. Il n'y a pas de limite franche sur les côtés de la tête. L'œil est brun rougeâtre. Le bec est jaunâtre et un peu retroussé. Le jeune oiseau de premier hiver a l'œil encore rouge terne, l'avant du cou moins sombre et les parties supérieures d'un noir moins franc que l'adulte. L'esclavon dans les mêmes conditions est plus contrasté, plus noir et blanc, mais c'est le bec qui diagnostique. Cela veut dire que les oiseaux ne doivent pas être trop éloignés.",Grèbe à cou noir,050.Eared_Grebe,Grèbe à cou noir,Black-necked Grebe
52,"Linnaeus, 1758",,56 à 64 cm.,podiceps,"
 ",Podicipédidés,https://www.oiseaux.net/photos/denis.chavigny/images/grebe.a.bec.bigarre.dcha.0p.jpg,https://www.oiseaux.net/maps/images/grebe.a.bec.bigarre.1.200.w.png,Podicipédiformes,339 à 458 g,38 cm,"Espèce américaine très occasionnelle en Europe. Les rares observations sont essentiellement faites en période hivernale mais parfois aussi en été. Grèbe d'assez petite taille. Description du plumage nuptial : dessus brun sombre, flancs brun plus clair, dessous dont sous-caudales blancs, cou et nuque brun-gris, front et gorge noirs, cercle oculaire blanc, bec épais blanc à collerette centrale noire. Description du plumage internuptial : dessus, nuque, calotte, front et lores brun sombre, flancs, cou et joues brun-roux, bec clair sans collerette noire. Dans les 2 plumages, dessous des ailes blanc et dessus entièrement brun sombre. Confusion très facile en plumage internuptial avec le Grèbe castagneux (plus petit) mais le grèbe à bec bigarré n'a pas le bec aussi fin (il est même plutôt épais) ni de tache jaune à la base, et a le cou épais.",Grèbe à bec bigarré,052.Pied_billed_Grebe,Grèbe à bec bigarré,Pied-billed Grebe
107,"Linnaeus, 1758",LC,116 à 118 cm.,corax,"
 ",Corvidés,https://www.oiseaux.net/photos/florence.dellerie/images/grand.corbeau.flde.0p.jpg,,Passériformes,690 à 1600 g,69 cm,"Le Grand Corbeau est le plus grand passereau au monde. Pour prendre une comparaison, il est plus grand et plus lourd qu'une Buse variable et a une envergure supérieure. Il est donc nettement plus grand que le Corbeau freux ou la Corneille noire auxquels il ressemble superficiellement. Le plus souvent, lorsqu'il est en vol, on le repère d'abord à sa voix, particulière, puis à sa silhouette, elle aussi particulière avec les longues ailes et la longue queue cunéiforme.
Lorsqu'il est posé, c'est son bec noir qui attire l'attention et qui donne son identité. Il est fort, long et haut, ce qui minimise la taille de la tête. Il semble en occuper toute la face. Le culmen, qui peut atteindre 8 cm de long pour une hauteur de 2,5 à 3 cm, est régulièrement courbe et se termine en pointe. Sa moitié basale est couverte de vibrisses nasales appliquées. Le gonys est droit et se relève légèrement à l'extrémité pour faire pince avec le crochet. La calotte est souvent bombée à son sommet, ce qui rappelle le freux. L'iris est brun sombre et l'œil entouré d'un léger cercle gris.
Le plumage est entièrement noir et lustré, avec des reflets bleutés au soleil. Les pattes, robustes, sont noires. Le mâle est un peu plus grand et plus fort que la femelle. Le juvénile est noir, mais sans le lustre et avec une nuance brune bien visible à la lumière.",Grand Corbeau,107.Common_Raven,Grand Corbeau,Northern Raven
